,CoC,Year,Organization Name,Project Name,Project Type,Bed Type,Geo Code,Inventory Type,Total Year Round Beds,Total Seasonal Beds,PIT Count,Total Beds,State,County
26253,CA-511,2013,Women's Center - YFS,Opportunity House,ES,F,63624,C,8,,5.0,8,CA,Stockton
26254,CA-511,2013,Women's Center - YFS,Safe House,ES,F,63624,C,10,0.0,2.0,10,CA,Stockton
26255,CA-511,2013,Women's Center - YFS,Tracy shelter,ES,F,69077,U,20,0.0,,20,CA,San Joaquin County
26256,CA-526,2013,Amador-Tuolumne Community Action Agency,Amador Emergency shelter,ES,F,69005,C,22,0.0,26.0,22,CA,Amador County
26257,CA-526,2013,Amador-Tuolumne Community Action Agency,Amador Supportive Housing,PSH,,69005,N,2,,2.0,2,CA,Amador County
26258,CA-526,2013,Amador-Tuolumne Community Action Agency,ATCAA Transitional Housing,TH,,69109,C,8,,8.0,8,CA,Tuolumne County
26259,CA-526,2013,Amador-Tuolumne Community Action Agency,Rose Quartz Transitional Housing,TH,,69109,C,12,,12.0,12,CA,Tuolumne County
26260,CA-526,2013,Amador-Tuolumne Community Action Agency,Sonora Emergency shelter,ES,F,69109,C,29,0.0,25.0,29,CA,Tuolumne County
26261,CA-526,2013,Blue Mountain Coalition for Youth & Families,Housing Assistance,PSH,,69009,C,1,,1.0,1,CA,Calaveras County
26262,CA-526,2013,Center for a Nonviolent Community,CNVC Emergency shelter,ES,F,69109,C,11,0.0,19.0,11,CA,Tuolumne County
26263,CA-526,2013,Center for a Nonviolent Community,CNVC Transitional Housing,TH,,69109,C,20,,14.0,20,CA,Tuolumne County
26264,CA-526,2013,Halfway Ranch,Halfway Ranch Transitional Housing,TH,,69005,C,2,,2.0,2,CA,Amador County
26265,CA-526,2013,National Alliance For Mentally Ill,Living For Life,PSH,,69109,C,6,,6.0,6,CA,Tuolumne County
26266,CA-526,2013,National Alliance For Mentally Ill,Living For Life,PSH,,69109,N,2,,1.0,2,CA,Tuolumne County
26267,CA-526,2013,Operation Care,Safe House,ES,F,69005,C,15,0.0,6.0,15,CA,Amador County
26268,CA-526,2013,Sierra HOPE,SHP-1,PSH,,69009,U,5,,,5,CA,Calaveras County
26269,CA-526,2013,Sierra HOPE,SHP-2,PSH,,69009,N,1,,1.0,1,CA,Calaveras County
26270,CA-526,2013,Sierra HOPE,SHP-2,PSH,,69009,U,1,,,1,CA,Calaveras County
26271,CA-526,2013,The Resource Connection,HRC Emergency Shelter,ES,F,69009,C,22,0.0,23.0,22,CA,Calaveras County
26272,CA-526,2013,Tuolumne County,Hope House,TH,,69109,C,5,,1.0,5,CA,Tuolumne County
26273,CA-510,2013,Center for Human Services,Hutton House,ES,F,62292,C,8,0.0,4.0,8,CA,Modesto
26274,CA-510,2013,Center for Human Services,Pathways,TH,,62292,C,16,,13.0,16,CA,Modesto
26275,CA-510,2013,Children's Crisis Center,Cricket House,ES,F,62292,C,9,0.0,0.0,9,CA,Modesto
26276,CA-510,2013,Children's Crisis Center,ESG City RRH,RRH,,62292,C,12,,12.0,12,CA,Modesto
26277,CA-510,2013,Children's Crisis Center,ESG county RRH,RRH,,69099,C,3,,3.0,3,CA,Stanislaus County
26278,CA-510,2013,Children's Crisis Center,Guardian House,ES,F,62292,C,15,0.0,0.0,15,CA,Modesto
26279,CA-510,2013,Children's Crisis Center,Marsha's House,ES,F,62292,C,12,0.0,0.0,12,CA,Modesto
26280,CA-510,2013,Children's Crisis Center,Sawyer House,ES,F,62292,C,9,0.0,5.0,9,CA,Modesto
26281,CA-510,2013,Children's Crisis Center,Verda's House,ES,F,62292,C,8,0.0,0.0,8,CA,Modesto
26282,CA-510,2013,CHSS,BHRS Motel Voucher,ES,V,62292,C,4,,4.0,4,CA,Modesto
26283,CA-510,2013,CHSS,ESFP Motel Vouchers,ES,V,62292,C,6,,6.0,6,CA,Modesto
26284,CA-510,2013,CHSS,Housing for Persons in Recovery,PSH,,62292,N,37,,26.0,37,CA,Modesto
26285,CA-510,2013,CHSS,TANF Motel Vouchers,ES,V,62292,C,11,,11.0,11,CA,Modesto
26286,CA-510,2013,CHSS,United Way Motel Vouchers,ES,V,62292,C,2,,2.0,2,CA,Modesto
26287,CA-510,2013,CICV,16th St,TH,,62292,C,8,,8.0,8,CA,Modesto
26288,CA-510,2013,CICV,2nd St - Oakdale,TH,,62292,C,8,,3.0,8,CA,Modesto
26289,CA-510,2013,CICV,Athens,TH,,62292,C,14,,10.0,14,CA,Modesto
26290,CA-510,2013,CICV,HALO - 14,PSH,,62292,C,6,,5.0,6,CA,Modesto
26291,CA-510,2013,CICV,Halo - Dragoo Park,TH,,62292,C,8,,8.0,8,CA,Modesto
26292,CA-510,2013,CICV,Halo - Fort Sumpter,TH,,62292,C,4,,2.0,4,CA,Modesto
26293,CA-510,2013,CICV,Halo Ensenada,TH,,62292,C,12,,5.0,12,CA,Modesto
26294,CA-510,2013,CICV,Halo House 1,PSH,,62292,C,13,,11.0,13,CA,Modesto
26295,CA-510,2013,CICV,Halo House 3,PSH,,62292,C,16,,18.0,16,CA,Modesto
26296,CA-510,2013,CICV,Halo House 5,PSH,,62292,C,16,,15.0,16,CA,Modesto
26297,CA-510,2013,CICV,Halo Houses 9,PSH,,62292,C,13,,13.0,13,CA,Modesto
26298,CA-510,2013,CICV,Halo Tully,TH,,62292,C,12,,5.0,12,CA,Modesto
26299,CA-510,2013,Family Promise,FP Church Sites,ES,O,62292,C,14,0.0,13.0,14,CA,Modesto
26300,CA-510,2013,HACS,HCV Vouchers,PSH,,69099,C,25,,25.0,25,CA,Stanislaus County
26301,CA-510,2013,HACS,Miller Point S+C 5,PSH,,69099,C,15,,14.0,15,CA,Stanislaus County
26302,CA-510,2013,HACS,S+C 8,PSH,,69099,C,6,,6.0,6,CA,Stanislaus County
26303,CA-510,2013,HACS,"SPC 1-4 6, 7",PSH,,62292,C,149,,149.0,149,CA,Modesto
26304,CA-510,2013,HACS,VASH,PSH,,69099,C,25,,9.0,25,CA,Stanislaus County
26305,CA-510,2013,Haven Women's Center,Haven Shelter,ES,F,62292,C,24,0.0,18.0,24,CA,Modesto
26306,CA-510,2013,Haven Women's Center,Women's Haven,TH,,62292,C,2,,2.0,2,CA,Modesto
26307,CA-510,2013,Helping Others Sleep Tonight- HOST,HOST,ES,F,69099,U,16,0.0,,16,CA,Stanislaus County
26308,CA-510,2013,Modesto Gospel Mission,Exodus,TH,,62292,C,20,,20.0,20,CA,Modesto
26309,CA-510,2013,Modesto Gospel Mission,Mission,ES,F,62292,C,130,0.0,111.0,130,CA,Modesto
26310,CA-510,2013,Modesto Gospel Mission,New Life -Men,TH,,62292,C,50,,45.0,50,CA,Modesto
26311,CA-510,2013,Modesto Gospel Mission,New Life Women + Children,TH,,62292,C,21,,2.0,21,CA,Modesto
26312,CA-510,2013,Salvation Army,After Winter Shelter,ES,F,62292,N,0,30.0,0.0,0,CA,Modesto
26313,CA-510,2013,Salvation Army,Berberian Transitional,TH,,62292,C,20,,18.0,20,CA,Modesto
26314,CA-510,2013,Salvation Army,Berberian Winter Shelter,ES,F,62292,C,0,100.0,95.0,100,CA,Modesto
26315,CA-510,2013,Salvation Army,GPD Berberian Transitional,TH,,62292,C,20,,17.0,20,CA,Modesto
26316,CA-510,2013,STANCO,605 5th St.,TH,,62292,U,2,,,2,CA,Modesto
26317,CA-510,2013,STANCO,615 5th St.,TH,,62292,N,3,,3.0,3,CA,Modesto
26318,CA-510,2013,STANCO,California,TH,,62292,C,32,,32.0,32,CA,Modesto
26319,CA-510,2013,STANCO,Garden Gate,TH,,62292,C,16,,16.0,16,CA,Modesto
26320,CA-510,2013,STANCO,Garvey,TH,,62292,C,4,,4.0,4,CA,Modesto
26321,CA-510,2013,STANCO,Locust,TH,,62292,C,4,,4.0,4,CA,Modesto
26322,CA-510,2013,STANCO,Permanent Housing #1,PSH,,62292,C,8,,6.0,8,CA,Modesto
26323,CA-510,2013,STANCO,Ricardo,TH,,62292,N,2,,2.0,2,CA,Modesto
26324,CA-510,2013,STANCO,Supportive Housing Outreach,PSH,,62292,C,15,,15.0,15,CA,Modesto
26325,CA-510,2013,Turlock Gospel Mission,Turlock Gospel Mission,ES,F,62292,C,0,30.0,18.0,30,CA,Modesto
26326,CA-510,2013,Turning Point,Affordable Housing Project,PSH,,62292,C,12,,11.0,12,CA,Modesto
26327,CA-510,2013,Turning Point,Garden Gate Respite,ES,F,62292,C,6,,3.0,6,CA,Modesto
26328,CA-510,2013,Turning Point,HOAP,PSH,,62292,C,13,,13.0,13,CA,Modesto
26329,CA-510,2013,Turning Point,Supportive Housing,PSH,,62292,C,11,,11.0,11,CA,Modesto
26330,CA-510,2013,We Care Program,ESG RRH Stan County,RRH,,69099,C,9,,9.0,9,CA,Stanislaus County
26331,CA-510,2013,We Care Program,We Care Shelter,ES,F,62292,C,0,49.0,47.0,49,CA,Modesto
26332,CA-518,2013,Anka Behavioral Health Services,STOP Plus Program,PSH,,63876,C,12,,10.0,12,CA,Vallejo
26333,CA-518,2013,Benicia Community Action Council,Transitional Care Program- Fairfield,TH,,61266,N,5,,5.0,5,CA,Fairfield
26334,CA-518,2013,Benicia Community Action Council,Transitional Care Program- Vallejo,TH,,63876,N,5,,5.0,5,CA,Vallejo
26335,CA-518,2013,Caminar Inc.,Bonus Grant,PSH,,61266,N,2,,2.0,2,CA,Fairfield
26336,CA-518,2013,Caminar Inc.,Gateway,TH,,63876,C,4,,3.0,4,CA,Vallejo
26337,CA-518,2013,Caminar Inc.,Laurel Creek,TH,,61266,C,13,,11.0,13,CA,Fairfield
26338,CA-518,2013,Caminar Inc.,Laurel Gardens,PSH,,61266,C,8,,8.0,8,CA,Fairfield
26339,CA-518,2013,Caminar Inc.,Scattered Sites,PSH,,61266,C,21,,22.0,21,CA,Fairfield
26340,CA-518,2013,Caminar Inc.,Sereno Village,PSH,,63876,C,6,,6.0,6,CA,Vallejo
26341,CA-518,2013,Caminar Inc.,Sereno Village Expansion,PSH,,63876,C,4,,4.0,4,CA,Vallejo
26342,CA-518,2013,Caminar Inc.,Signature Apartments,PSH,,61266,N,23,,21.0,23,CA,Fairfield
26343,CA-518,2013,Children In Need of Hugs,Teen mother TLP,TH,,63876,C,12,,9.0,12,CA,Vallejo
26344,CA-518,2013,Children In Need of Hugs,Youth Emergency Shelter,ES,F,69095,N,6,,4.0,6,CA,Solano County
26345,CA-518,2013,Christian Help Center,Emergency Shelter,ES,F,63876,C,71,0.0,65.0,71,CA,Vallejo
26346,CA-518,2013,Christian Help Center,Emergency Shelter Second Floor,TH,,63876,C,5,,5.0,5,CA,Vallejo
26347,CA-518,2013,Christian Help Center,Reynaissance Family Center,PSH,,63876,C,16,,11.0,16,CA,Vallejo
26348,CA-518,2013,City of Vallejo Housing Authority,(VA) HUD-VASH,PSH,,61266,C,25,,24.0,25,CA,Fairfield
26349,CA-518,2013,Emani Inc.,Emani House,TH,,63876,C,6,,6.0,6,CA,Vallejo
26350,CA-518,2013,Encouraging Lives Outreach,Encouraging Lives Transitional Homes,TH,,63876,N,7,,3.0,7,CA,Vallejo
26351,CA-518,2013,Fairfield /Suisun Comm. Action Council Inc.,(VA) GPD Transitional Housing for Veterans,TH,,69095,C,12,,12.0,12,CA,Solano County
26352,CA-518,2013,Fairfield /Suisun Comm. Action Council Inc.,Building Better Lives Program,TH,F,61266,C,18,,12.0,18,CA,Fairfield
26353,CA-518,2013,Fairfield /Suisun Comm. Action Council Inc.,Living Self Sufficiently,PSH,,61266,N,6,,6.0,6,CA,Fairfield
26354,CA-518,2013,Hope Haven Inc.,Hope Haven Transitional Shelter,TH,,63876,C,6,,4.0,6,CA,Vallejo
26355,CA-518,2013,Hugs to a Fresh Start,Hugs to a Fresh Start,TH,,63876,C,3,,2.0,3,CA,Vallejo
26356,CA-518,2013,Interfaith Council of Solano County,Heather House Emergency Shelter,ES,F,61266,C,24,,15.0,24,CA,Fairfield
26357,CA-518,2013,Interfaith Council of Solano County,Heather House Transitional Housing,TH,,61266,C,12,,13.0,12,CA,Fairfield
26358,CA-518,2013,John's Place,John's Place,TH,,63876,C,20,,20.0,20,CA,Vallejo
26359,CA-518,2013,Joshua House,Men's Transitional Housing,TH,,61266,N,4,,4.0,4,CA,Fairfield
26360,CA-518,2013,LIFT3 Support Group,Gateway House,TH,,63876,C,13,,9.0,13,CA,Vallejo
26361,CA-518,2013,LIFT3 Support Group,Turning Point,ES,F,61266,C,17,,13.0,17,CA,Fairfield
26362,CA-518,2013,LUHAD,Bliss II,PSH,,63876,C,4,,3.0,4,CA,Vallejo
26363,CA-518,2013,Mission Solano Rescue Mission Inc.,(VA) GPD - The Bridge to Life Center,TH,,61266,C,39,,39.0,39,CA,Fairfield
26364,CA-518,2013,Mission Solano Rescue Mission Inc.,Emergency Shelter,ES,O,69095,C,49,,80.0,80,CA,Solano County
26365,CA-518,2013,Mission Solano Rescue Mission Inc.,Program House (Rays of Hope),TH,,61266,C,13,,11.0,13,CA,Fairfield
26366,CA-518,2013,Mission Solano Rescue Mission Inc.,The Bridge to Life Center,TH,,61266,C,52,,35.0,52,CA,Fairfield
26367,CA-518,2013,SafeQuest Solano Inc.,SafeQuest Emergency Shelter- Vallejo,ES,F,63858,C,8,,5.0,8,CA,Vacaville
26368,CA-518,2013,Vacaville Social Services  Corporation,A Helping Hand for the Homeless,TH,,63858,C,20,,7.0,20,CA,Vacaville
26369,CA-518,2013,Vacaville Social Services  Corporation,Opportunity House,ES,F,63858,C,48,,11.0,48,CA,Vacaville
26370,CA-518,2013,Vacaville Social Services  Corporation,Warner Ranch,TH,,63858,N,4,,2.0,4,CA,Vacaville
26371,CA-518,2013,Vallejo Lords Fellowship A/G Global Center for Success Inc.,"Lilac House, Teen Challenge",TH,,63876,C,6,,6.0,6,CA,Vallejo
26372,CA-518,2013,Vallejo Lords Fellowship A/G Global Center for Success Inc.,Parkview House,TH,,63876,C,6,,6.0,6,CA,Vallejo
26373,CA-518,2013,Vallejo Lords Fellowship A/G Global Center for Success Inc.,Samaritan House,PSH,,63876,C,4,,4.0,4,CA,Vallejo
26374,CA-518,2013,Vallejo Lords Fellowship A/G Global Center for Success Inc.,Severus House,TH,,63876,C,6,,6.0,6,CA,Vallejo
26375,CA-518,2013,Vallejo Lords Fellowship A/G Global Center for Success Inc.,Transitional Housing for Disabled Men,TH,,63876,C,6,,4.0,6,CA,Vallejo
26376,CA-518,2013,Youth and Family Services,Rosewood House,TH,,63876,C,9,,8.0,9,CA,Vallejo
26377,CA-513,2013,Aspiranet,THP Plus Kings Co.,TH,,61566,C,5,,6.0,5,CA,Hanford
26378,CA-513,2013,Aspiranet,THP Plus Tulare Co.,TH,,63768,C,12,,14.0,12,CA,Tulare
26379,CA-513,2013,Central California Family Crisis Center,Porterville Women's Shelter - DV,ES,F,62862,C,11,,8.0,11,CA,Porterville
26380,CA-513,2013,Central California Family Crisis Center,Porterville Women's Shelter - Homeless,ES,F,62862,C,27,0.0,20.0,27,CA,Porterville
26381,CA-513,2013,Central California Family Crisis Center,Transitional Housing Program - DV,TH,,62862,C,14,,7.0,14,CA,Porterville
26382,CA-513,2013,Central California Family Crisis Center,Transitional Housing Program - Homeless,TH,,62862,C,21,,11.0,21,CA,Porterville
26383,CA-513,2013,Champions Recovery Alternative Program,Hannah's House,TH,,61566,C,20,,9.0,20,CA,Hanford
26384,CA-513,2013,Champions Recovery Alternative Program,Heritage Home,PSH,,61566,C,31,,23.0,31,CA,Hanford
26385,CA-513,2013,Champions Recovery Alternative Program,Samuel's House,TH,,61566,C,8,,0.0,8,CA,Hanford
26386,CA-513,2013,Cornerstone Recovery Program,Cornerstone Men's Program,TH,,61566,N,20,,20.0,20,CA,Hanford
26387,CA-513,2013,CSET,Tulare County PSH,PSH,,69107,U,50,,,50,CA,Tulare County
26388,CA-513,2013,EMQ Families First Inc.,Crossroads TAY Housing - Porterville,TH,,62862,C,10,,7.0,10,CA,Porterville
26389,CA-513,2013,EMQ Families First Inc.,Crossroads TAY Housing - Visalia,TH,,63918,C,10,,12.0,10,CA,Visalia
26390,CA-513,2013,Family Services of Tulare County,Bella Oaks + Scattered Site,TH,,63918,C,36,,44.0,36,CA,Visalia
26391,CA-513,2013,Family Services of Tulare County,E Street Complex,TH,,63918,C,13,,4.0,13,CA,Visalia
26392,CA-513,2013,Family Services of Tulare County,Goshen Avenue,TH,,63918,N,14,,7.0,14,CA,Visalia
26393,CA-513,2013,Family Services of Tulare County,Karen's House,ES,F,63918,C,30,0.0,10.0,30,CA,Visalia
26394,CA-513,2013,Family Services of Tulare County,PSH I Tracy Ct.,PSH,,63918,N,12,,14.0,12,CA,Visalia
26395,CA-513,2013,Family Services of Tulare County,PSH II Myrtle Ct.,PSH,,63918,C,12,,10.0,12,CA,Visalia
26396,CA-513,2013,Family Services of Tulare County,Tulare Housing First,PSH,,63768,C,7,,6.0,7,CA,Tulare
26397,CA-513,2013,Family Services of Tulare County,Tulare Housing First II,PSH,,69107,N,25,,11.0,25,CA,Tulare County
26398,CA-513,2013,Family Services of Tulare County,Tulare Housing First II Bonus,PSH,,69107,U,5,,,5,CA,Tulare County
26399,CA-513,2013,Housing Authority of Tulare Co.,VASH,PSH,,69107,N,51,,50.0,51,CA,Tulare County
26400,CA-513,2013,Kings Community Action Organization,Barbara Saville Woman's Shelter - Homeless,ES,F,61566,C,26,0.0,22.0,26,CA,Hanford
26401,CA-513,2013,Kings Community Action Organization,Homeless Care Plus,PSH,,69031,N,20,,6.0,20,CA,Kings County
26402,CA-513,2013,Light House Rescue Mission,Light House Rescue Mission,ES,F,63768,C,20,0.0,5.0,20,CA,Tulare
26403,CA-513,2013,Open Gate Ministries,Open Gate Ministries,ES,F,69107,C,34,0.0,11.0,34,CA,Tulare County
26404,CA-513,2013,Porterville Area INC,Porterville Area INC,ES,V,62862,C,0,0.0,0.0,3,CA,Porterville
26405,CA-513,2013,Porterville Rescue Mission,Porterville Emergency Shelter,ES,F,62862,C,6,,7.0,8,CA,Porterville
26406,CA-513,2013,Tulare County HHSA/Mental Health,East Tulare Avenue Cottages,PSH,,63918,N,22,,15.0,22,CA,Visalia
26407,CA-513,2013,Tulare County HHSA/Mental Health,Transitional Living Center,TH,,63918,C,36,,32.0,36,CA,Visalia
26408,CA-513,2013,Tulare United Way,United Way PSH Project,PSH,,69107,U,14,,,14,CA,Tulare County
26409,CA-513,2013,Turning Point of Central California,Court Street Transitional,TH,,63918,N,4,,1.0,4,CA,Visalia
26410,CA-513,2013,Turning Point of Central California,TAY Permanent Housing,PSH,,69107,U,6,,,6,CA,Tulare County
26411,CA-513,2013,Turning Point of Central California,Visalia Re-entry Center,TH,F,63918,C,28,,21.0,28,CA,Visalia
26412,CA-513,2013,Visalia Rescue Mission,House of Hope,TH,,63918,C,19,,13.0,19,CA,Visalia
26413,CA-513,2013,Visalia Rescue Mission,Men's Emergency Shelter,ES,F,63918,C,57,0.0,85.0,81,CA,Visalia
26414,CA-513,2013,Visalia Rescue Mission,Men's Program,TH,,63918,C,28,,19.0,28,CA,Visalia
26415,CA-513,2013,Visalia Rescue Mission,Shelter of Hope,ES,F,63918,C,26,0.0,14.0,26,CA,Visalia
26416,CA-508,2013,Community Action Board of Santa Cruz County,Gemma Residential TH,TH,,63360,C,6,,4.0,6,CA,Santa Cruz
26417,CA-508,2013,Community Action Board of Santa Cruz County,TSP Motel Vouchers,ES,V,69087,C,4,,4.0,4,CA,Santa Cruz County
26418,CA-508,2013,County Mental Health,PH for Mental Disabilities -DUP09 A,PSH,,69087,C,5,,5.0,5,CA,Santa Cruz County
26419,CA-508,2013,Defensa de Mujeres,Domestic Violence Shelter,ES,F,63966,C,18,,11.0,18,CA,Watsonville
26420,CA-508,2013,Families in Transition,Clean and Sober TH,TH,,69087,C,30,,36.0,30,CA,Santa Cruz County
26421,CA-508,2013,Families in Transition,Community TH,TH,,69087,C,60,,61.0,60,CA,Santa Cruz County
26422,CA-508,2013,Families in Transition,Scattered Site TH,TH,,69087,C,40,,28.0,40,CA,Santa Cruz County
26423,CA-508,2013,"Front Street, Inc.",HCHV/EH - Paget Center,ES,F,69087,C,12,,12.0,12,CA,Santa Cruz County
26424,CA-508,2013,Homeless Persons Health Project,MATCH Housing Inebriates I & II,PSH,,69087,C,34,,34.0,34,CA,Santa Cruz County
26425,CA-508,2013,Homeless Persons Health Project,MATCH Housing Inebriates III,PSH,,69087,U,5,,,5,CA,Santa Cruz County
26426,CA-508,2013,Homeless Persons Health Project,Nuevo Sol,PSH,,69087,C,13,,13.0,13,CA,Santa Cruz County
26427,CA-508,2013,Homeless Services Center,Page Smith Community House,TH,,63360,C,40,,23.0,40,CA,Santa Cruz
26428,CA-508,2013,Homeless Services Center,Paul Lee Loft Shelter,ES,F,63360,C,46,,44.0,46,CA,Santa Cruz
26429,CA-508,2013,Homeless Services Center,Rebele Family Shelter,ES,F,63360,C,96,,85.0,96,CA,Santa Cruz
26430,CA-508,2013,Homeless Services Center,Winter Shelter Program,ES,F,63360,C,0,100.0,102.0,100,CA,Santa Cruz
26431,CA-508,2013,Jesus Mary and Joseph Home,Jesus Mary and Joseph Home Shelter,ES,F,63360,C,12,,8.0,12,CA,Santa Cruz
26432,CA-508,2013,New Life Community Services,NLCS Emergency Shelter,ES,F,63360,C,5,,4.0,5,CA,Santa Cruz
26433,CA-508,2013,Pajaro Valley Rescue Mission,Grace Harbor Men's and Women's Shelter,ES,F,63966,C,60,,60.0,60,CA,Watsonville
26434,CA-508,2013,Pajaro Valley Shelter Services,Pajaro Valley Shelter,ES,F,63966,C,27,,30.0,30,CA,Watsonville
26435,CA-508,2013,Pajaro Valley Shelter Services,Sudden Street TH & Family TH,TH,,63966,C,64,,53.0,64,CA,Watsonville
26436,CA-508,2013,Salvation Army,Corner House,PSH,,63966,C,21,,18.0,21,CA,Watsonville
26437,CA-508,2013,Santa Clara County Housing Authority,"VASH Program (FY 2009, Santa Cruz Beds)",PSH,,69087,C,44,,43.0,44,CA,Santa Cruz County
26438,CA-508,2013,Santa Cruz Community Counseling Center,Anderson House,PSH,,69087,C,5,,4.0,5,CA,Santa Cruz County
26439,CA-508,2013,Santa Cruz Community Counseling Center,Freedom Cottage,PSH,,69087,C,6,,6.0,6,CA,Santa Cruz County
26440,CA-508,2013,Santa Cruz Community Counseling Center,Grace Commons,PSH,,63360,C,14,,14.0,14,CA,Santa Cruz
26441,CA-508,2013,Santa Cruz Community Counseling Center,Perlman House,TH,,69087,C,4,,4.0,4,CA,Santa Cruz County
26442,CA-508,2013,Santa Cruz Community Counseling Center,River Street Shelter,ES,F,63360,C,32,,29.0,32,CA,Santa Cruz
26443,CA-508,2013,Santa Cruz Community Counseling Center,THP Plus,TH,,69087,C,17,,14.0,17,CA,Santa Cruz County
26444,CA-508,2013,Santa Cruz County Housing Authority,Brommer St. TH,TH,,69087,C,18,,16.0,18,CA,Santa Cruz County
26445,CA-508,2013,Santa Cruz County Housing Authority,Housing Voucher Preferences for Chronically Homeless Medically Vulnerable,PSH,,69087,N,7,,1.0,7,CA,Santa Cruz County
26446,CA-508,2013,Santa Cruz County Housing Authority,S+C Program I,PSH,,69087,C,32,,31.0,32,CA,Santa Cruz County
26447,CA-508,2013,Santa Cruz County Housing Authority,S+C Program IV,PSH,,69087,C,1,,1.0,1,CA,Santa Cruz County
26448,CA-508,2013,Santa Cruz County Housing Authority,S+C Program V,PSH,,69087,C,1,,1.0,1,CA,Santa Cruz County
26449,CA-508,2013,Santa Cruz County Housing Authority,S+C Program VI,PSH,,69087,C,1,,1.0,1,CA,Santa Cruz County
26450,CA-508,2013,Santa Cruz County Housing Authority,S+C Program VII,PSH,,69087,C,1,,1.0,1,CA,Santa Cruz County
26451,CA-508,2013,Santa Cruz County Housing Authority,VASH Program (FY 2010),PSH,,69087,C,33,,30.0,33,CA,Santa Cruz County
26452,CA-508,2013,Santa Cruz County Housing Authority,VASH Program (FY 2011),PSH,,69087,C,27,,26.0,27,CA,Santa Cruz County
26453,CA-508,2013,Santa Cruz County Housing Authority,VASH Program (FY 2012),PSH,,69087,N,57,,35.0,57,CA,Santa Cruz County
26454,CA-508,2013,Sienna House,Emergency Shelter for Pregnant Women,ES,F,63360,C,10,,13.0,10,CA,Santa Cruz
26455,CA-524,2013,Buddy's House,Buddy's House,ES,V,69115,C,80,0.0,288.0,80,CA,Yuba County
26456,CA-524,2013,Casa De Esperanza,Casa De Esperanza,ES,F,64176,C,43,0.0,22.0,49,CA,Yuba City
26457,CA-524,2013,Casa De Esperanza,Casa De Esperanza,ES,F,64176,N,10,0.0,25.0,10,CA,Yuba City
26458,CA-524,2013,Casa De Esperanza,Transitional Housing,TH,,64176,C,12,,124.0,12,CA,Yuba City
26459,CA-524,2013,Regional Emergency Shelter Team,Regional Emergency Shelter Team,ES,O,64176,C,0,50.0,64.0,50,CA,Yuba City
26460,CA-524,2013,Sutter Yuba Mental Health,Sutter Yuba Mental Health,TH,,64176,C,80,,248.0,80,CA,Yuba City
26461,CA-524,2013,The Salvation Army,Depot Family Crisis Center,TH,,69115,C,58,,183.0,58,CA,Yuba County
26462,CA-524,2013,The Salvation Army,Transitional Housing Complex,TH,,69115,C,30,,68.0,30,CA,Yuba County
26463,CA-524,2013,Twin Cities Rescue Mission,Twin Cities Rescue Mission,ES,V,69115,C,29,0.0,84.0,37,CA,Yuba County
47137,CA-604,2014,A Helping Hand Ministry,Seasonal Shelter beds,ES,F,69029,C,0,2.0,0.0,2,CA,Kern County
47138,CA-604,2014,Alliance Ag. Family Violence,Transitional Housing Project,TH,,60228,C,16,,15.0,16,CA,Bakersfield
47139,CA-604,2014,Alliance Ag. Family Violence,Women's & Children's Shelter,ES,F,60228,C,16,0.0,12.0,16,CA,Bakersfield
47140,CA-604,2014,ALPHA House,Women's & Children's Shelter,ES,F,69029,C,10,0.0,7.0,10,CA,Kern County
47141,CA-604,2014,Bakersfield AIDS Project,Ricky's Retreat,TH,,60228,C,6,,3.0,6,CA,Bakersfield
47142,CA-604,2014,Bethany Services,Family Shelter,ES,F,60228,C,122,0.0,152.0,147,CA,Bakersfield
47143,CA-604,2014,Bethany Services,Men's Dormitory,ES,F,60228,C,14,0.0,8.0,14,CA,Bakersfield
47144,CA-604,2014,Bethany Services,Rapid Re-Housing,RRH,,60228,N,72,,72.0,72,CA,Bakersfield
47145,CA-604,2014,Bethany Services,Women's Dormitory,ES,F,60228,C,40,0.0,40.0,40,CA,Bakersfield
47146,CA-604,2014,California Veteran's Assistance Foundation,GPD - Veteran's Haven,TH,,60228,C,42,,39.0,42,CA,Bakersfield
47147,CA-604,2014,California Veteran's Assistance Foundation,GPD-Step-Up,TH,,60228,C,9,,8.0,9,CA,Bakersfield
47148,CA-604,2014,California Veteran's Assistance Foundation,Rally Point,PSH,,60228,N,14,,15.0,14,CA,Bakersfield
47149,CA-604,2014,California Veteran's Assistance Foundation,SSVF Rapid Re-Housing,RRH,,60228,C,32,,32.0,32,CA,Bakersfield
47150,CA-604,2014,California Veteran's Assistance Foundation,Transition in Place,OPH,,60228,N,11,,13.0,11,CA,Bakersfield
47151,CA-604,2014,Clinica Sierra Vista,Clinica Sierra Vista/Griffin's Gate Transitional Housing,TH,,60228,C,24,,22.0,24,CA,Bakersfield
47152,CA-604,2014,Clinica Sierra Vista,HIV/AIDS Homeless Project,PSH,,60228,C,12,,15.0,12,CA,Bakersfield
47153,CA-604,2014,Golden Empire Affordable Housing,Haven Cottages,PSH,,60228,C,23,,24.0,23,CA,Bakersfield
47154,CA-604,2014,Golden Empire Affordable Housing,Residences at West Columbus,PSH,,60228,N,20,,24.0,20,CA,Bakersfield
47155,CA-604,2014,Hearthstone Community Services,HUD 2009 Permanent Housing,PSH,,60228,C,36,,20.0,36,CA,Bakersfield
